central_pressure,wind_speed,latitude,longitude,sst,vertical_wind_shear,relative_humidity,translation_speed
1001.0,40.0,23.1,-72.4,28.81,18.1,75.0,12.0
1000.0,40.0,23.5,-72.5,28.85,18.5,75.0,12.0
998.0,42.0,23.9,-72.4,28.89,18.9,75.0,12.0
996.0,45.0,24.2,-72.3,28.92,19.2,75.0,12.0
995.0,48.0,24.5,-72.2,28.95,19.5,75.0,12.0
994.0,50.0,24.8,-72.1,28.98,19.8,75.0,12.0
989.0,60.0,26.6,-71.7,28.66,21.6,75.0,12.0
986.0,68.0,26.9,-71.6,28.69,21.9,75.0,12.0
984.0,75.0,27.2,-71.4,28.72,22.2,75.0,12.0
983.0,75.0,27.3,-71.1,28.73,22.3,75.0,12.0
972.0,75.0,27.5,-69.3,28.75,22.5,75.0,12.0
972.0,75.0,27.4,-69.2,28.74,22.4,75.0,12.0
972.0,78.0,27.3,-69.1,28.73,22.3,75.0,12.0
968.0,85.0,26.5,-68.5,28.65,21.5,75.0,12.0
968.0,85.0,26.4,-68.7,28.64,21.4,75.0,12.0
967.0,85.0,26.2,-68.8,28.62,21.2,75.0,12.0
966.0,85.0,25.9,-68.9,28.59,20.9,75.0,12.0
966.0,80.0,25.5,-69.6,28.55,20.5,75.0,12.0
966.0,78.0,25.6,-69.8,28.56,20.6,75.0,12.0
966.0,75.0,25.8,-70.0,28.58,20.8,75.0,12.0
966.0,72.0,25.9,-70.2,28.59,20.9,75.0,12.0
969.0,80.0,26.2,-72.2,28.62,21.2,75.0,12.0
968.0,82.0,26.3,-72.7,28.63,21.3,75.0,12.0
968.0,85.0,26.4,-73.1,28.64,21.4,75.0,12.0
966.0,85.0,26.4,-73.7,28.64,21.4,75.0,12.0
957.0,100.0,26.6,-76.9,28.66,21.6,75.0,12.0
954.0,102.0,26.8,-77.6,28.68,21.8,75.0,12.0
952.0,105.0,26.9,-78.2,28.69,21.9,75.0,12.0
952.0,105.0,27.0,-78.8,28.7,22.0,75.0,12.0
965.0,75.0,27.7,-81.6,28.77,22.7,75.0,12.0
968.0,65.0,28.0,-81.9,28.8,23.0,75.0,12.0
970.0,55.0,28.3,-82.3,28.83,23.3,75.0,12.0
974.0,50.0,28.8,-82.5,28.88,23.8,75.0,12.0
990.0,32.0,31.8,-83.8,28.68,11.8,75.0,12.0
993.0,30.0,32.5,-83.6,28.75,12.5,75.0,12.0
996.0,28.0,32.9,-83.4,28.79,12.899999999999999,75.0,12.0
1000.0,20.0,35.4,-81.0,28.54,15.399999999999999,75.0,12.0
1000.0,22.0,36.3,-79.7,28.63,16.299999999999997,75.0,12.0
999.0,25.0,37.3,-78.4,28.73,17.299999999999997,75.0,12.0
999.0,25.0,37.8,-77.4,28.78,17.799999999999997,75.0,12.0
999.0,35.0,38.5,-72.5,28.85,18.5,75.0,12.0
1008.0,30.0,11.2,-29.9,28.62,21.2,75.0,12.0
1007.0,30.0,11.2,-30.7,28.62,21.2,75.0,12.0
1006.0,32.0,11.2,-31.4,28.62,21.2,75.0,12.0
1005.0,35.0,11.2,-32.1,28.62,21.2,75.0,12.0
996.0,52.0,11.8,-34.8,28.68,21.8,75.0,12.0
994.0,55.0,12.1,-35.3,28.71,22.1,75.0,12.0
993.0,55.0,12.6,-35.6,28.76,22.6,75.0,12.0
992.0,55.0,13.0,-36.0,28.8,23.0,75.0,12.0
972.0,88.0,14.8,-38.4,28.98,24.8,75.0,12.0
970.0,90.0,15.0,-38.8,28.5,10.0,75.0,12.0
968.0,92.0,15.3,-39.2,28.53,10.3,75.0,12.0
965.0,95.0,15.6,-39.7,28.56,10.6,75.0,12.0
965.0,95.0,15.8,-40.2,28.58,10.8,75.0,12.0
965.0,95.0,15.9,-40.8,28.59,10.9,75.0,12.0
958.0,102.0,16.1,-42.0,28.61,11.100000000000001,75.0,12.0
955.0,105.0,16.3,-42.4,28.63,11.3,75.0,12.0
953.0,108.0,16.5,-42.9,28.65,11.5,75.0,12.0
951.0,110.0,16.7,-43.4,28.67,11.7,75.0,12.0
951.0,110.0,16.8,-44.5,28.68,11.8,75.0,12.0
950.0,112.0,17.2,-45.6,28.72,12.2,75.0,12.0
951.0,110.0,17.5,-46.0,28.75,12.5,75.0,12.0
951.0,110.0,17.8,-46.2,28.78,12.8,75.0,12.0
951.0,110.0,18.1,-46.5,28.81,13.100000000000001,75.0,12.0
940.0,122.0,20.2,-47.5,28.52,15.2,75.0,12.0
943.0,120.0,20.8,-47.8,28.58,15.8,75.0,12.0
946.0,112.0,21.6,-48.0,28.66,16.6,75.0,12.0
948.0,105.0,22.3,-48.3,28.73,17.3,75.0,12.0
952.0,102.0,23.0,-48.5,28.8,18.0,75.0,12.0
967.0,90.0,26.2,-49.5,28.62,21.2,75.0,12.0
968.0,90.0,26.9,-49.1,28.69,21.9,75.0,12.0
970.0,90.0,27.5,-48.7,28.75,22.5,75.0,12.0
968.0,92.0,28.2,-48.2,28.82,23.2,75.0,12.0
952.0,108.0,31.6,-45.3,28.66,11.600000000000001,75.0,12.0
953.0,105.0,32.5,-44.4,28.75,12.5,75.0,12.0
954.0,98.0,33.5,-43.7,28.85,13.5,75.0,12.0
955.0,90.0,34.5,-43.0,28.95,14.5,75.0,12.0
960.0,72.0,41.0,-40.9,28.6,21.0,75.0,12.0
961.0,70.0,42.6,-40.5,28.76,22.6,75.0,12.0
962.0,68.0,44.0,-40.5,28.9,24.0,75.0,12.0
962.0,65.0,45.5,-40.5,28.55,10.5,75.0,12.0
1004.0,30.0,13.3,-32.4,28.83,23.3,75.0,12.0
1004.0,30.0,13.3,-33.3,28.83,23.3,75.0,12.0
1003.0,35.0,13.4,-34.8,28.84,23.4,75.0,12.0
1002.0,40.0,13.5,-35.4,28.85,23.5,75.0,12.0
1000.0,45.0,13.6,-35.9,28.86,23.6,75.0,12.0
997.0,50.0,13.7,-36.4,28.87,23.7,75.0,12.0
990.0,60.0,14.0,-38.7,28.9,24.0,75.0,12.0
990.0,60.0,14.1,-39.1,28.91,24.1,75.0,12.0
990.0,60.0,14.2,-39.4,28.92,24.2,75.0,12.0
990.0,60.0,14.3,-39.7,28.93,24.3,75.0,12.0
998.0,48.0,14.3,-40.9,28.93,24.3,75.0,12.0
1000.0,45.0,14.2,-41.1,28.92,24.2,75.0,12.0
1000.0,45.0,14.1,-41.3,28.91,24.1,75.0,12.0
1000.0,45.0,13.9,-41.5,28.89,23.9,75.0,12.0
1002.0,38.0,13.1,-40.3,28.81,23.1,75.0,12.0
1003.0,35.0,13.1,-40.0,28.81,23.1,75.0,12.0
1004.0,32.0,13.7,-40.2,28.87,23.7,75.0,12.0
1005.0,30.0,14.3,-40.5,28.93,24.3,75.0,12.0
1002.0,38.0,13.9,-42.8,28.89,23.9,75.0,12.0
1003.0,35.0,13.9,-43.2,28.89,23.9,75.0,12.0
1004.0,32.0,13.9,-43.5,28.89,23.9,75.0,12.0
1005.0,30.0,14.0,-43.8,28.9,24.0,75.0,12.0
1002.0,40.0,15.3,-45.1,28.53,10.3,75.0,12.0
1000.0,45.0,15.7,-45.4,28.57,10.7,75.0,12.0
1000.0,45.0,16.2,-45.5,28.62,11.2,75.0,12.0
1000.0,45.0,16.7,-45.7,28.67,11.7,75.0,12.0
996.0,52.0,18.4,-46.0,28.84,13.399999999999999,75.0,12.0
994.0,55.0,18.7,-46.0,28.87,13.7,75.0,12.0
996.0,52.0,18.9,-46.0,28.89,13.899999999999999,75.0,12.0
997.0,50.0,19.2,-46.0,28.92,14.2,75.0,12.0
998.0,48.0,19.4,-46.0,28.94,14.399999999999999,75.0,12.0
1000.0,45.0,20.3,-46.2,28.53,15.3,75.0,12.0
1000.0,45.0,20.6,-46.2,28.56,15.600000000000001,75.0,12.0
1001.0,42.0,21.0,-46.2,28.6,16.0,75.0,12.0
1002.0,40.0,21.3,-46.2,28.63,16.3,75.0,12.0
1001.0,42.0,23.6,-46.5,28.86,18.6,75.0,12.0
1000.0,45.0,24.3,-46.5,28.93,19.3,75.0,12.0
997.0,50.0,24.9,-46.5,28.99,19.9,75.0,12.0
994.0,55.0,25.4,-46.5,28.54,20.4,75.0,12.0
990.0,60.0,28.2,-46.0,28.82,23.2,75.0,12.0
990.0,60.0,28.9,-45.8,28.89,23.9,75.0,12.0
990.0,60.0,29.5,-45.8,28.95,24.5,75.0,12.0
990.0,60.0,30.1,-45.8,28.51,10.100000000000001,75.0,12.0
996.0,52.0,32.2,-47.0,28.72,12.200000000000003,75.0,12.0
997.0,50.0,32.4,-47.3,28.74,12.399999999999999,75.0,12.0
998.0,48.0,32.8,-47.5,28.78,12.799999999999997,75.0,12.0
1000.0,45.0,33.1,-47.8,28.81,13.100000000000001,75.0,12.0
990.0,60.0,36.3,-47.0,28.63,16.299999999999997,75.0,12.0
990.0,60.0,37.0,-46.4,28.7,17.0,75.0,12.0
990.0,60.0,37.7,-45.8,28.77,17.700000000000003,75.0,12.0
987.0,65.0,41.0,-40.4,28.6,21.0,75.0,12.0
987.0,65.0,41.6,-39.1,28.66,21.6,75.0,12.0
990.0,60.0,42.2,-37.5,28.72,22.200000000000003,75.0,12.0
994.0,55.0,42.8,-36.0,28.78,22.799999999999997,75.0,12.0
1006.0,32.0,24.1,-94.8,28.91,19.1,75.0,12.0
1004.0,35.0,24.1,-94.2,28.91,19.1,75.0,12.0
1000.0,40.0,24.6,-93.7,28.96,19.6,75.0,12.0
1000.0,38.0,26.6,-92.4,28.66,21.6,75.0,12.0
997.0,40.0,26.8,-92.0,28.68,21.8,75.0,12.0
998.0,40.0,27.1,-91.7,28.71,22.1,75.0,12.0
1001.0,28.0,29.9,-90.9,28.99,24.9,75.0,12.0
1002.0,25.0,30.4,-90.9,28.54,10.399999999999999,75.0,12.0
1002.0,25.0,31.2,-91.0,28.62,11.2,75.0,12.0
1000.0,40.0,31.5,-66.5,28.65,11.5,75.0,12.0
999.0,40.0,31.8,-66.5,28.68,11.8,75.0,12.0
998.0,40.0,32.1,-66.5,28.71,12.100000000000001,75.0,12.0
996.0,40.0,32.5,-66.0,28.75,12.5,75.0,12.0
986.0,45.0,36.0,-61.8,28.6,16.0,75.0,12.0
986.0,45.0,37.2,-61.1,28.72,17.200000000000003,75.0,12.0
986.0,45.0,38.5,-60.5,28.85,18.5,75.0,12.0
1002.0,35.0,26.5,-41.9,28.65,21.5,75.0,12.0
1001.0,35.0,26.6,-42.2,28.66,21.6,75.0,12.0
1000.0,35.0,26.8,-42.5,28.68,21.8,75.0,12.0
1000.0,35.0,26.4,-44.3,28.64,21.4,75.0,12.0
1000.0,35.0,26.3,-44.3,28.63,21.3,75.0,12.0
1000.0,35.0,26.2,-44.4,28.62,21.2,75.0,12.0
1000.0,35.0,28.2,-44.0,28.82,23.2,75.0,12.0
1000.0,35.0,28.4,-44.5,28.84,23.4,75.0,12.0
999.0,35.0,28.7,-45.1,28.87,23.7,75.0,12.0
998.0,40.0,29.6,-47.9,28.96,24.6,75.0,12.0
998.0,42.0,29.9,-48.3,28.99,24.9,75.0,12.0
998.0,45.0,30.2,-48.8,28.52,10.2,75.0,12.0
997.0,40.0,31.3,-51.0,28.63,11.3,75.0,12.0
997.0,40.0,31.5,-51.0,28.65,11.5,75.0,12.0
997.0,40.0,31.7,-51.0,28.67,11.7,75.0,12.0
997.0,40.0,31.6,-50.4,28.66,11.600000000000001,75.0,12.0
997.0,38.0,31.3,-50.2,28.63,11.3,75.0,12.0
997.0,35.0,31.0,-50.1,28.6,11.0,75.0,12.0
995.0,30.0,29.1,-50.4,28.91,24.1,75.0,12.0
996.0,30.0,28.8,-50.2,28.88,23.8,75.0,12.0
996.0,30.0,28.5,-50.1,28.85,23.5,75.0,12.0
1000.0,30.0,26.5,-50.3,28.65,21.5,75.0,12.0
1001.0,28.0,26.4,-50.5,28.64,21.4,75.0,12.0
1002.0,25.0,26.2,-50.6,28.62,21.2,75.0,12.0
1010.0,25.0,25.0,-50.4,28.5,20.0,75.0,12.0
1010.0,25.0,25.1,-50.6,28.51,20.1,75.0,12.0
1011.0,25.0,25.1,-50.9,28.51,20.1,75.0,12.0
1014.0,20.0,26.1,-51.4,28.61,21.1,75.0,12.0
1004.0,25.0,16.9,-84.0,28.69,11.899999999999999,75.0,12.0
1004.0,28.0,17.1,-84.0,28.71,12.100000000000001,75.0,12.0
1003.0,30.0,17.4,-83.9,28.74,12.399999999999999,75.0,12.0
1002.0,35.0,19.0,-84.0,28.9,14.0,75.0,12.0
1002.0,35.0,19.4,-84.0,28.94,14.399999999999999,75.0,12.0
1002.0,35.0,19.7,-84.1,28.97,14.7,75.0,12.0
1002.0,38.0,20.0,-84.2,28.5,15.0,75.0,12.0
1001.0,40.0,20.4,-84.2,28.54,15.399999999999999,75.0,12.0
998.0,52.0,23.9,-84.9,28.89,18.9,75.0,12.0
995.0,55.0,24.9,-85.1,28.99,19.9,75.0,12.0
992.0,58.0,25.7,-85.3,28.57,20.7,75.0,12.0
990.0,60.0,26.5,-85.6,28.65,21.5,75.0,12.0
990.0,52.0,29.5,-87.3,28.95,24.5,75.0,12.0
991.0,50.0,30.1,-87.5,28.51,10.100000000000001,75.0,12.0
992.0,40.0,30.8,-87.5,28.58,10.8,75.0,12.0
994.0,30.0,31.4,-87.6,28.64,11.399999999999999,75.0,12.0
1003.0,20.0,35.0,-88.0,28.5,15.0,75.0,12.0
1004.0,20.0,36.0,-87.9,28.6,16.0,75.0,12.0
1005.0,20.0,37.0,-87.8,28.7,17.0,75.0,12.0
1006.0,20.0,37.8,-87.7,28.78,17.799999999999997,75.0,12.0
1006.0,20.0,38.5,-87.5,28.85,18.5,75.0,12.0
1005.0,20.0,42.0,-85.0,28.7,22.0,75.0,12.0
1005.0,20.0,42.5,-84.5,28.75,22.5,75.0,12.0
1005.0,20.0,43.0,-84.0,28.8,23.0,75.0,12.0
1004.0,20.0,43.4,-82.5,28.84,23.4,75.0,12.0
1003.0,20.0,43.7,-81.1,28.87,23.700000000000003,75.0,12.0
1006.0,30.0,19.7,-95.4,28.97,14.7,75.0,12.0
1006.0,32.0,19.9,-95.6,28.99,14.899999999999999,75.0,12.0
1005.0,35.0,20.0,-95.8,28.5,15.0,75.0,12.0
1005.0,35.0,20.8,-97.3,28.58,15.8,75.0,12.0
1006.0,30.0,21.1,-97.7,28.61,16.1,75.0,12.0
1007.0,25.0,21.4,-98.1,28.64,16.4,75.0,12.0
1008.0,25.0,21.7,-98.3,28.67,16.7,75.0,12.0
1008.0,25.0,22.0,-98.5,28.7,17.0,75.0,12.0
1009.0,30.0,18.3,-86.7,28.83,13.3,75.0,12.0
1008.0,30.0,18.5,-87.0,28.85,13.5,75.0,12.0
1007.0,30.0,18.6,-87.2,28.86,13.600000000000001,75.0,12.0
1011.0,25.0,20.9,-88.5,28.59,15.899999999999999,75.0,12.0
1010.0,28.0,21.6,-88.8,28.66,16.6,75.0,12.0
1010.0,30.0,22.3,-89.0,28.73,17.3,75.0,12.0
1010.0,30.0,23.1,-89.3,28.81,18.1,75.0,12.0
1009.0,30.0,23.9,-89.7,28.89,18.9,75.0,12.0
1002.0,45.0,26.4,-90.4,28.64,21.4,75.0,12.0
1000.0,52.0,27.0,-90.5,28.7,22.0,75.0,12.0
997.0,60.0,27.6,-90.5,28.76,22.6,75.0,12.0
994.0,62.0,28.1,-90.4,28.81,23.1,75.0,12.0
992.0,65.0,28.5,-90.3,28.85,23.5,75.0,12.0
998.0,40.0,30.8,-88.9,28.58,10.8,75.0,12.0
999.0,35.0,31.2,-88.5,28.62,11.2,75.0,12.0
1000.0,30.0,31.6,-88.1,28.66,11.600000000000001,75.0,12.0
1002.0,28.0,32.0,-87.7,28.7,12.0,75.0,12.0
1004.0,25.0,32.4,-87.2,28.74,12.399999999999999,75.0,12.0
1009.0,20.0,34.6,-84.1,28.96,14.600000000000001,75.0,12.0
1010.0,20.0,35.1,-82.9,28.51,15.100000000000001,75.0,12.0
1010.0,20.0,35.6,-81.8,28.56,15.600000000000001,75.0,12.0
1010.0,20.0,36.4,-80.9,28.64,16.4,75.0,12.0
1010.0,20.0,37.1,-80.0,28.71,17.1,75.0,12.0
1009.0,25.0,38.4,-76.7,28.84,18.4,75.0,12.0
1009.0,25.0,38.8,-75.8,28.88,18.799999999999997,75.0,12.0
1009.0,25.0,39.1,-74.8,28.91,19.1,75.0,12.0
1009.0,25.0,39.5,-72.0,28.95,19.5,75.0,12.0
1007.0,30.0,41.6,-69.8,28.66,21.6,75.0,12.0
1006.0,30.0,42.5,-69.7,28.75,22.5,75.0,12.0
1006.0,30.0,43.5,-69.6,28.85,23.5,75.0,12.0
1006.0,30.0,44.2,-69.7,28.92,24.200000000000003,75.0,12.0
1006.0,30.0,44.9,-69.8,28.99,24.9,75.0,12.0
1006.0,25.0,46.5,-67.6,28.65,11.5,75.0,12.0
1006.0,22.0,47.2,-67.0,28.72,12.200000000000003,75.0,12.0
1006.0,20.0,48.0,-66.4,28.8,13.0,75.0,12.0
1006.0,20.0,48.2,-65.5,28.82,13.200000000000003,75.0,12.0
1006.0,20.0,48.5,-64.5,28.85,13.5,75.0,12.0
1010.0,25.0,12.0,-60.8,28.7,22.0,75.0,12.0
1010.0,28.0,12.1,-61.6,28.71,22.1,75.0,12.0
1007.0,35.0,13.0,-65.9,28.8,23.0,75.0,12.0
1006.0,38.0,13.3,-66.6,28.83,23.3,75.0,12.0
1005.0,40.0,13.6,-67.3,28.86,23.6,75.0,12.0
1002.0,42.0,13.9,-67.9,28.89,23.9,75.0,12.0
991.0,55.0,15.1,-70.9,28.51,10.1,75.0,12.0
990.0,58.0,15.3,-71.4,28.53,10.3,75.0,12.0
989.0,60.0,15.6,-71.9,28.56,10.6,75.0,12.0
986.0,65.0,15.9,-72.5,28.59,10.9,75.0,12.0
967.0,90.0,17.6,-74.9,28.76,12.600000000000001,75.0,12.0
962.0,95.0,18.1,-75.5,28.81,13.100000000000001,75.0,12.0
957.0,100.0,18.5,-76.1,28.85,13.5,75.0,12.0
954.0,110.0,18.9,-76.6,28.89,13.899999999999999,75.0,12.0
940.0,125.0,21.4,-80.0,28.64,16.4,75.0,12.0
941.0,120.0,22.0,-80.6,28.7,17.0,75.0,12.0
950.0,110.0,22.4,-81.1,28.74,17.4,75.0,12.0
960.0,100.0,22.7,-81.6,28.77,17.7,75.0,12.0
967.0,80.0,24.3,-83.4,28.93,19.3,75.0,12.0
964.0,85.0,24.8,-83.8,28.98,19.8,75.0,12.0
962.0,90.0,25.2,-84.2,28.52,20.2,75.0,12.0
952.0,100.0,25.6,-84.6,28.56,20.6,75.0,12.0
942.0,110.0,26.1,-85.0,28.61,21.1,75.0,12.0
930.0,120.0,28.5,-86.3,28.85,23.5,75.0,12.0
936.0,115.0,29.2,-86.6,28.92,24.2,75.0,12.0
942.0,110.0,29.9,-86.9,28.99,24.9,75.0,12.0
956.0,78.0,30.7,-87.3,28.57,10.7,75.0,12.0
970.0,45.0,31.5,-87.7,28.65,11.5,75.0,12.0
997.0,25.0,33.9,-88.8,28.89,13.899999999999999,75.0,12.0
1000.0,22.0,34.6,-88.9,28.96,14.600000000000001,75.0,12.0
1002.0,20.0,35.3,-89.1,28.53,15.299999999999997,75.0,12.0
1002.0,20.0,35.8,-89.2,28.58,15.799999999999997,75.0,12.0
1003.0,20.0,36.4,-89.2,28.64,16.4,75.0,12.0
1007.0,15.0,37.7,-88.7,28.77,17.700000000000003,75.0,12.0
1008.0,15.0,37.9,-88.5,28.79,17.9,75.0,12.0
1008.0,15.0,38.1,-88.3,28.81,18.1,75.0,12.0
1009.0,15.0,38.5,-87.8,28.85,18.5,75.0,12.0
1010.0,15.0,39.2,-86.2,28.92,19.200000000000003,75.0,12.0
1010.0,15.0,39.2,-85.8,28.92,19.200000000000003,75.0,12.0
1010.0,12.0,39.2,-85.8,28.92,19.200000000000003,75.0,12.0
1009.0,10.0,39.2,-85.7,28.92,19.200000000000003,75.0,12.0
1010.0,10.0,38.7,-85.6,28.87,18.700000000000003,75.0,12.0
1010.0,10.0,38.5,-85.6,28.85,18.5,75.0,12.0
1010.0,10.0,38.4,-85.6,28.84,18.4,75.0,12.0
1010.0,10.0,38.2,-85.7,28.82,18.200000000000003,75.0,12.0
1009.0,10.0,38.1,-85.8,28.81,18.1,75.0,12.0
1012.0,10.0,38.1,-86.4,28.81,18.1,75.0,12.0
1012.0,10.0,38.2,-86.5,28.82,18.200000000000003,75.0,12.0
1012.0,10.0,38.4,-86.6,28.84,18.4,75.0,12.0
1012.0,10.0,38.5,-86.7,28.85,18.5,75.0,12.0
1011.0,10.0,38.6,-86.8,28.86,18.6,75.0,12.0
1013.0,10.0,40.2,-86.2,28.52,20.200000000000003,75.0,12.0
1014.0,10.0,40.5,-85.7,28.55,20.5,75.0,12.0
1014.0,10.0,40.8,-85.2,28.58,20.799999999999997,75.0,12.0
1014.0,10.0,41.0,-84.7,28.6,21.0,75.0,12.0
1013.0,10.0,41.3,-84.1,28.63,21.299999999999997,75.0,12.0
1012.0,10.0,43.5,-81.8,28.85,23.5,75.0,12.0
1012.0,10.0,43.9,-81.4,28.89,23.9,75.0,12.0
1011.0,10.0,44.2,-81.0,28.92,24.200000000000003,75.0,12.0
1010.0,10.0,44.6,-80.5,28.96,24.6,75.0,12.0
1009.0,30.0,10.9,-43.9,28.59,20.9,75.0,12.0
1009.0,30.0,10.9,-44.4,28.59,20.9,75.0,12.0
1008.0,30.0,10.9,-44.9,28.59,20.9,75.0,12.0
1007.0,30.0,11.0,-45.4,28.6,21.0,75.0,12.0
1006.0,32.0,11.0,-46.1,28.6,21.0,75.0,12.0
1004.0,42.0,11.0,-49.4,28.6,21.0,75.0,12.0
1004.0,45.0,11.0,-50.2,28.6,21.0,75.0,12.0
1004.0,45.0,11.0,-51.1,28.6,21.0,75.0,12.0
1004.0,45.0,11.0,-52.0,28.6,21.0,75.0,12.0
1004.0,45.0,11.0,-52.9,28.6,21.0,75.0,12.0
1003.0,50.0,11.2,-57.2,28.62,21.2,75.0,12.0
1003.0,52.0,11.3,-58.0,28.63,21.3,75.0,12.0
1003.0,55.0,11.4,-58.9,28.64,21.4,75.0,12.0
1001.0,62.0,11.5,-59.5,28.65,21.5,75.0,12.0
980.0,85.0,12.4,-63.2,28.74,22.4,75.0,12.0
976.0,92.0,12.7,-64.1,28.77,22.7,75.0,12.0
971.0,100.0,12.9,-64.9,28.79,22.9,75.0,12.0
966.0,105.0,14.3,-70.9,28.93,24.3,75.0,12.0
969.0,95.0,14.5,-71.8,28.95,24.5,75.0,12.0
944.0,130.0,15.9,-76.5,28.59,10.9,75.0,12.0
940.0,132.0,16.1,-77.2,28.61,11.100000000000001,75.0,12.0
937.0,135.0,16.4,-78.0,28.64,11.399999999999999,75.0,12.0
933.0,138.0,16.8,-78.8,28.68,11.8,75.0,12.0
946.0,130.0,18.3,-82.8,28.83,13.3,75.0,12.0
947.0,128.0,18.6,-83.5,28.86,13.600000000000001,75.0,12.0
948.0,125.0,18.9,-84.3,28.89,13.899999999999999,75.0,12.0
950.0,122.0,19.2,-85.0,28.92,14.2,75.0,12.0
951.0,120.0,19.5,-85.8,28.95,14.5,75.0,12.0
975.0,65.0,21.3,-88.9,28.63,16.3,75.0,12.0
980.0,65.0,21.6,-89.6,28.66,16.6,75.0,12.0
984.0,65.0,22.0,-90.3,28.7,17.0,75.0,12.0
982.0,70.0,22.3,-90.9,28.73,17.3,75.0,12.0
981.0,75.0,22.6,-91.5,28.76,17.6,75.0,12.0
977.0,80.0,23.7,-94.0,28.87,18.7,75.0,12.0
968.0,82.0,23.9,-94.5,28.89,18.9,75.0,12.0
959.0,85.0,24.1,-95.1,28.91,19.1,75.0,12.0
954.0,98.0,24.2,-95.6,28.92,19.2,75.0,12.0
948.0,110.0,24.4,-96.1,28.94,19.4,75.0,12.0
960.0,90.0,24.9,-98.2,28.99,19.9,75.0,12.0
975.0,70.0,25.0,-98.7,28.5,20.0,75.0,12.0
985.0,58.0,25.0,-99.2,28.5,20.0,75.0,12.0
995.0,45.0,25.0,-99.7,28.5,20.0,75.0,12.0
1010.0,30.0,25.0,-75.0,28.5,20.0,75.0,12.0
1010.0,35.0,25.4,-75.5,28.54,20.4,75.0,12.0
1007.0,45.0,26.6,-76.8,28.66,21.6,75.0,12.0
1006.0,45.0,27.0,-76.8,28.7,22.0,75.0,12.0
1006.0,45.0,27.4,-76.7,28.74,22.4,75.0,12.0
1004.0,45.0,27.8,-76.7,28.78,22.8,75.0,12.0
1003.0,45.0,28.1,-76.6,28.81,23.1,75.0,12.0
1001.0,60.0,29.2,-75.4,28.92,24.2,75.0,12.0
1001.0,60.0,29.4,-75.1,28.94,24.4,75.0,12.0
1001.0,60.0,29.7,-74.7,28.97,24.7,75.0,12.0
1001.0,58.0,29.9,-74.1,28.99,24.9,75.0,12.0
1001.0,45.0,30.7,-71.9,28.57,10.7,75.0,12.0
1000.0,45.0,30.9,-71.6,28.59,10.899999999999999,75.0,12.0
1000.0,45.0,31.1,-71.2,28.61,11.100000000000001,75.0,12.0
1000.0,42.0,31.1,-71.2,28.61,11.100000000000001,75.0,12.0
999.0,40.0,30.9,-69.8,28.59,10.899999999999999,75.0,12.0
999.0,40.0,30.9,-69.7,28.59,10.899999999999999,75.0,12.0
999.0,40.0,30.9,-69.6,28.59,10.899999999999999,75.0,12.0
1002.0,35.0,32.0,-68.2,28.7,12.0,75.0,12.0
1001.0,35.0,32.2,-68.3,28.72,12.200000000000003,75.0,12.0
999.0,45.0,33.2,-69.1,28.82,13.200000000000003,75.0,12.0
999.0,45.0,33.4,-69.2,28.84,13.399999999999999,75.0,12.0
999.0,45.0,33.6,-69.3,28.86,13.600000000000001,75.0,12.0
998.0,48.0,33.9,-69.3,28.89,13.899999999999999,75.0,12.0
998.0,48.0,36.5,-68.5,28.65,16.5,75.0,12.0
997.0,50.0,37.8,-67.3,28.78,17.799999999999997,75.0,12.0
997.0,50.0,40.8,-62.8,28.58,20.799999999999997,75.0,12.0
998.0,50.0,41.5,-61.5,28.65,21.5,75.0,12.0
1004.0,42.0,45.2,-53.2,28.52,10.200000000000003,75.0,12.0
1005.0,40.0,45.8,-51.7,28.58,10.799999999999997,75.0,12.0
1006.0,40.0,46.1,-50.2,28.61,11.100000000000001,75.0,12.0
1006.0,40.0,46.4,-48.8,28.64,11.399999999999999,75.0,12.0
1006.0,40.0,47.0,-47.4,28.7,12.0,75.0,12.0
1011.0,25.0,19.3,-92.9,28.93,14.3,75.0,12.0
1010.0,28.0,19.6,-93.3,28.96,14.600000000000001,75.0,12.0
1009.0,30.0,19.8,-93.8,28.98,14.8,75.0,12.0
1008.0,35.0,21.2,-96.2,28.62,16.2,75.0,12.0
1007.0,35.0,21.4,-96.6,28.64,16.4,75.0,12.0
1006.0,38.0,21.6,-97.1,28.66,16.6,75.0,12.0
1005.0,40.0,21.8,-97.6,28.68,16.8,75.0,12.0
1006.0,22.0,22.5,-100.7,28.75,17.5,75.0,12.0
1007.0,20.0,22.5,-101.4,28.75,17.5,75.0,12.0
1006.0,30.0,28.2,-68.8,28.82,23.2,75.0,12.0
1000.0,48.0,30.6,-68.0,28.56,10.600000000000001,75.0,12.0
999.0,50.0,30.9,-67.7,28.59,10.899999999999999,75.0,12.0
995.0,50.0,31.9,-63.6,28.69,11.899999999999999,75.0,12.0
994.0,52.0,31.9,-62.9,28.69,11.899999999999999,75.0,12.0
994.0,55.0,32.0,-62.1,28.7,12.0,75.0,12.0
995.0,50.0,32.5,-58.5,28.75,12.5,75.0,12.0
996.0,48.0,32.5,-58.1,28.75,12.5,75.0,12.0
997.0,45.0,32.5,-57.7,28.75,12.5,75.0,12.0
997.0,45.0,32.5,-57.4,28.75,12.5,75.0,12.0
995.0,50.0,33.5,-56.7,28.85,13.5,75.0,12.0
